datetime,load_demand_MW,temperature_C,humidity_%,solar_irradiation_Wm2,population,gni_per_capita_usd,power_price_usd_per_kwh,day_of_week,hour_of_day,is_holiday,season,year,month,week_of_year,lag_1_hour_load,lag_1_day_load,moving_avg_7_day
1/4/2022 05:00,306.5375111,10.4340217,73.49153858,33.22902048,100152.0669,12079.51254,0.108245955,1,5,0,Winter,2022,1,1,333.3322805,343.3672696,287.1231294
1/4/2022 06:00,277.2174188,11.21555796,70.30311985,34.4012134,99235.9798,12054.08136,0.11311097,1,6,0,Winter,2022,1,1,306.5375111,273.3777291,286.9977407
1/4/2022 07:00,230.1711847,7.056898573,80.04744482,33.22902048,99517.7372,12209.10386,0.113710068,1,7,0,Winter,2022,1,1,277.2174188,244.2793153,286.2874087
1/4/2022 08:00,233.0728603,10.59269263,76.31012407,29.79232473,98615.48556,12057.36752,0.109954957,1,8,0,Winter,2022,1,1,230.1711847,264.5228156,285.630439
1/4/2022 09:00,265.7541654,11.74626155,75.22605922,24.32533128,99317.1866,11704.52635,0.106519459,1,9,0,Winter,2022,1,1,233.0728603,256.9461944,285.3880454
1/4/2022 10:00,224.2113731,13.98782449,70.01875559,17.2006067,99843.31187,12375.45511,0.108632569,1,10,0,Winter,2022,1,1,265.7541654,252.7670896,284.6509771
1/4/2022 11:00,242.0805723,9.995495965,76.07680764,8.903689203,99472.07218,12302.53018,0.106908842,1,11,0,Winter,2022,1,1,224.2113731,227.4507799,284.1441865
1/4/2022 12:00,217.8796591,9.415049196,63.16610818,4.21E-15,99584.1667,12143.20325,0.103786379,1,12,0,Winter,2022,1,1,242.0805723,238.5557978,283.3646039
1/4/2022 13:00,230.4560755,10.02852231,75.48475041,0,100695.2851,11984.88131,0.108504624,1,13,0,Winter,2022,1,1,217.8796591,235.5816265,282.7493884
1/4/2022 14:00,230.5375377,12.86284064,76.6154503,0,100514.4067,12070.76586,0.119246481,1,14,0,Winter,2022,1,1,230.4560755,226.7057355,282.1492522
1/4/2022 15:00,263.9646561,11.68953862,77.50910688,0,99652.66591,11540.02615,0.108605655,1,15,0,Winter,2022,1,1,230.5375377,223.7611005,281.9426091
1/4/2022 16:00,277.5730864,9.972515995,68.47902314,0,100396.7688,11847.32439,0.102436075,1,16,0,Winter,2022,1,1,263.9646561,252.4979849,281.8935133
1/4/2022 17:00,237.5169922,12.05857127,77.42361564,0,100607.4364,12422.22209,0.10820662,1,17,0,Winter,2022,1,1,277.5730864,266.6438565,281.4004408
1/4/2022 18:00,311.274706,11.2261915,71.09237561,0,100309.2742,12172.25635,0.118640198,1,18,0,Winter,2022,1,1,237.5169922,297.4559334,281.7287295
1/4/2022 19:00,292.5196557,12.96932638,72.2371828,0,100149.4637,11679.06259,0.102035358,1,19,0,Winter,2022,1,1,311.274706,295.5711467,281.8460221
1/4/2022 20:00,327.5642181,9.627930214,79.88918889,0,100549.1615,11903.25822,0.109995307,1,20,0,Winter,2022,1,1,292.5196557,297.5211218,282.3376156
1/4/2022 21:00,340.94035,10.37671211,86.37010058,0,100384.759,11683.74458,0.113688705,1,21,0,Winter,2022,1,1,327.5642181,326.5065775,282.961049
1/4/2022 22:00,314.1832664,10.2478201,76.55632575,0,99393.45287,11912.71069,0.104295224,1,22,0,Winter,2022,1,1,340.94035,323.129825,283.2897039
1/4/2022 23:00,363.0854153,8.105006506,72.21405467,0,99905.53387,12035.76972,0.110953973,1,23,0,Winter,2022,1,1,314.1832664,318.5575497,284.1209092
1/5/2022 00:00,296.925707,11.88171254,77.4874418,0,99723.96546,12406.28577,0.105433678,2,0,0,Winter,2022,1,1,363.0854153,338.969193,284.2529175
1/5/2022 01:00,309.116079,11.81158253,81.23923535,11.12466356,100576.2367,12242.98681,0.103871219,2,1,0,Winter,2022,1,1,296.925707,345.3567339,284.5066232
1/5/2022 02:00,316.6899449,11.29969889,79.64907739,21.49119968,99709.78897,12025.5356,0.11311334,2,2,0,Winter,2022,1,1,309.116079,324.9348831,284.8317073
1/5/2022 03:00,293.0276477,10.82029771,90.25965392,30.39314607,99623.90751,12035.36037,0.119115273,2,3,0,Winter,2022,1,1,316.6899449,354.1860186,284.9136667
1/5/2022 04:00,278.4100151,8.458730497,72.96740172,37.22384977,100513.341,11925.85816,0.108064829,2,4,0,Winter,2022,1,1,293.0276477,333.3322805,284.8492741
1/5/2022 05:00,315.346009,10.44818134,77.80524696,41.51780963,100129.8355,12304.02874,0.11290377,2,5,0,Winter,2022,1,1,278.4100151,306.5375111,285.1482617
1/5/2022 06:00,271.067452,10.60404295,84.28867933,42.98239937,101055.8912,12327.87328,0.112418715,2,6,0,Winter,2022,1,1,315.346009,277.2174188,285.0115548
1/5/2022 07:00,268.2764478,9.684917443,83.97488575,41.51780963,99568.87924,11818.31091,0.110869979,2,7,0,Winter,2022,1,1,271.067452,230.1711847,284.8506403
1/5/2022 08:00,273.97592,10.96690056,66.79369993,37.22384977,99740.58204,11741.83393,0.106556317,2,8,0,Winter,2022,1,1,268.2764478,233.0728603,284.7470715
1/5/2022 09:00,269.5443404,12.09757369,76.52730146,30.39314607,100560.9839,12022.26151,0.104933485,2,9,0,Winter,2022,1,1,273.97592,265.7541654,284.6036495
1/5/2022 10:00,270.0704722,15.06184378,83.96669339,21.49119968,99360.44981,12046.78237,0.106014076,2,10,0,Winter,2022,1,1,269.5443404,224.2113731,284.4678254
1/5/2022 11:00,212.765725,11.63862761,90.99730451,11.12466356,100659.8462,12137.69788,0.109106271,2,11,0,Winter,2022,1,1,270.0704722,242.0805723,283.8039171
1/5/2022 12:00,262.828087,11.80457276,80.06306898,5.26E-15,99396.27231,11751.02487,0.107903549,2,12,0,Winter,2022,1,1,212.765725,217.8796591,283.6114783
1/5/2022 13:00,238.0962657,11.14058015,74.70477309,0,100305.1118,11942.8413,0.104254535,2,13,0,Winter,2022,1,1,262.828087,230.4560755,283.1977036
1/5/2022 14:00,242.3407105,7.45192955,71.4980738,0,99078.47449,12069.48424,0.108974199,2,14,0,Winter,2022,1,1,238.0962657,230.5375377,282.8296226
1/5/2022 15:00,238.4005649,11.23644423,87.63780635,0,100022.5649,11930.20458,0.106821472,2,15,0,Winter,2022,1,1,242.3407105,263.9646561,282.4329346
1/5/2022 16:00,262.8249156,11.4099324,80.18779749,0,99315.23476,12257.53699,0.112784807,2,16,0,Winter,2022,1,1,238.4005649,277.5730864,282.2594123
1/5/2022 17:00,304.3499548,16.21595621,72.30375493,0,100963.1376,12459.67135,0.108045281,2,17,0,Winter,2022,1,1,262.8249156,237.5169922,282.453189
1/5/2022 18:00,295.9436814,10.90475005,75.52830773,0,99464.18474,11978.23672,0.114218754,2,18,0,Winter,2022,1,1,304.3499548,311.274706,282.5704976
1/5/2022 19:00,317.435266,11.89256667,78.09502215,0,99585.5715,12263.8046,0.111148605,2,19,0,Winter,2022,1,1,295.9436814,292.5196557,282.871056
1/5/2022 20:00,289.4302819,11.22004844,79.26312283,0,100267.713,12014.5301,0.107516715,2,20,0,Winter,2022,1,1,317.435266,327.5642181,282.9271177
1/5/2022 21:00,309.5760091,8.952115906,72.04599627,0,99699.52119,11899.93049,0.109182906,2,21,0,Winter,2022,1,1,289.4302819,340.94035,283.1529558
1/5/2022 22:00,329.6986028,13.57511761,73.47313747,0,100349.9767,11943.51662,0.109324445,2,22,0,Winter,2022,1,1,309.5760091,314.1832664,283.5440957
1/5/2022 23:00,344.295656,12.79333805,68.27941675,0,99644.55491,12239.69055,0.110830804,2,23,0,Winter,2022,1,1,329.6986028,363.0854153,284.0503587
1/6/2022 00:00,338.8850239,13.12858936,81.97959303,0,99606.02452,11974.77691,0.111805096,3,0,0,Winter,2022,1,1,344.295656,296.925707,284.5035377
1/6/2022 01:00,366.5954361,9.727750552,75.07268924,13.34234144,99986.22065,12013.8903,0.107748647,3,1,0,Winter,2022,1,1,338.8850239,309.116079,285.1764222
1/6/2022 02:00,313.426387,14.35211408,79.11238982,25.77542436,99391.53475,11874.33527,0.108807371,3,2,0,Winter,2022,1,1,366.5954361,316.6899449,285.4060967
1/6/2022 03:00,323.8865288,8.742823336,83.89207412,36.45195471,100198.1832,12229.88752,0.110571778,3,3,0,Winter,2022,1,1,313.426387,293.0276477,285.7164227
1/6/2022 04:00,318.1823074,12.72023965,77.88013229,44.64434458,100438.6493,12194.7337,0.095214179,3,4,0,Winter,2022,1,1,323.8865288,278.4100151,285.9761498
1/6/2022 05:00,290.0231027,15.92743671,76.2159292,49.79429615,100276.4983,12394.10722,0.112764999,3,5,0,Winter,2022,1,1,318.1823074,315.346009,286.0082685
1/6/2022 06:00,280.1579325,9.565452811,77.75038896,51.55084872,100321.6404,12222.36192,0.105231405,3,6,0,Winter,2022,1,1,290.0231027,271.067452,285.9622028
1/6/2022 07:00,255.8755619,10.41393,77.0967496,49.79429615,99037.57239,12185.68343,0.1085547,3,7,0,Winter,2022,1,1,280.1579325,268.2764478,285.727151
1/6/2022 08:00,261.8794083,11.74582819,83.01160657,44.64434458,99769.17613,12219.75779,0.106613186,3,8,0,Winter,2022,1,1,255.8755619,273.97592,285.5422847
1/6/2022 09:00,220.0435747,10.53957415,78.33497357,36.45195471,99886.46742,12051.91452,0.113742471,3,9,0,Winter,2022,1,1,261.8794083,269.5443404,285.0384485
1/6/2022 10:00,272.5347669,8.4451986,74.05877648,25.77542436,100727.2263,12125.12484,0.115123634,3,10,0,Winter,2022,1,1,220.0435747,270.0704722,284.9430006
1/6/2022 11:00,228.0596213,11.68365141,82.02002686,13.34234144,99709.34631,12289.34003,0.109438449,3,11,0,Winter,2022,1,1,272.5347669,212.765725,284.5120659
1/6/2022 12:00,215.5626163,9.421918034,82.93320336,6.31E-15,98849.13275,11939.05845,0.109503118,3,12,0,Winter,2022,1,1,228.0596213,262.828087,283.993649
1/6/2022 13:00,202.175483,12.49371032,70.08912844,0,99498.01525,12443.438,0.109805474,3,13,0,Winter,2022,1,1,215.5626163,238.0962657,283.3830656
1/6/2022 14:00,229.1313354,9.707676993,84.444701,0,99669.40339,12230.69847,0.109921421,3,14,0,Winter,2022,1,1,202.175483,242.3407105,282.981201
1/6/2022 15:00,243.6470562,14.64639427,78.60434044,0,98921.75893,12507.33427,0.115005031,3,15,0,Winter,2022,1,1,229.1313354,238.4005649,282.6919793
1/6/2022 16:00,262.6456394,9.980018877,78.19713133,0,100484.3513,11868.01063,0.125052048,3,16,0,Winter,2022,1,1,243.6470562,262.8249156,282.5456557
1/6/2022 17:00,263.7730795,10.90240243,81.81390474,0,99215.20998,11867.98586,0.109140163,3,17,0,Winter,2022,1,1,262.6456394,304.3499548,282.4096225
1/6/2022 18:00,342.3312894,13.1735599,73.94589962,0,100223.0108,12177.50414,0.112842446,3,18,0,Winter,2022,1,1,263.7730795,295.9436814,282.8407136
1/6/2022 19:00,267.6130381,9.084796829,81.55160415,0,99453.80164,12127.81399,0.105766268,3,19,0,Winter,2022,1,1,342.3312894,317.435266,282.7319445
1/6/2022 20:00,320.8117283,12.00144533,74.89690423,0,100753.4922,12011.68996,0.106223685,3,20,0,Winter,2022,1,1,267.6130381,289.4302819,283.0020139
1/6/2022 21:00,329.7334201,14.16081097,69.40602818,0,99861.92315,11849.22918,0.104898771,3,21,0,Winter,2022,1,1,320.8117283,309.5760091,283.3311083
1/6/2022 22:00,298.9742148,8.331558993,71.79200018,0,99760.44417,12049.55159,0.116697308,3,22,0,Winter,2022,1,1,329.7334201,329.6986028,283.4405007
1/6/2022 23:00,323.8568746,11.91579318,79.61589074,0,100264.1272,12146.52679,0.113517883,3,23,0,Winter,2022,1,1,298.9742148,344.295656,283.7211699
1/7/2022 00:00,381.4587572,12.32288626,72.28219617,0,99496.34976,11858.50887,0.108075585,4,0,0,Winter,2022,1,1,323.8568746,338.8850239,284.3952223
1/7/2022 01:00,318.99647,13.36676642,85.05991849,15.5560657,100287.7732,12038.13222,0.111064656,4,1,0,Winter,2022,1,1,381.4587572,366.5954361,284.6322171
1/7/2022 02:00,363.4912537,9.329219252,82.95595514,30.05201122,99759.16569,12196.6951,0.113822421,4,2,0,Winter,2022,1,1,318.99647,313.426387,285.1686731
1/7/2022 03:00,312.6201624,9.162207447,83.6767337,42.49996185,99702.69908,12277.74746,0.115980016,4,3,0,Winter,2022,1,1,363.4912537,323.8865288,285.3541562
1/7/2022 04:00,308.7830845,12.8470038,77.63343077,52.05161031,99956.21564,12062.96101,0.112042521,4,4,0,Winter,2022,1,1,312.6201624,318.1823074,285.5113973
1/7/2022 05:00,288.1581011,12.39709002,78.29884596,58.05602755,99455.16478,11959.99773,0.110459783,4,5,0,Winter,2022,1,1,308.7830845,290.0231027,285.529042
1/7/2022 06:00,264.9845924,12.30410637,71.0409786,60.10402245,99904.55416,12143.25142,0.116594921,4,6,0,Winter,2022,1,1,288.1581011,280.1579325,285.392986
1/7/2022 07:00,244.4360695,12.49601709,81.98845542,58.05602755,100169.7425,12078.85499,0.104482531,4,7,0,Winter,2022,1,1,264.9845924,255.8755619,285.1235326
1/7/2022 08:00,244.4161178,10.44307123,78.90870515,52.05161031,98845.6293,11827.198,0.100390777,4,8,0,Winter,2022,1,1,244.4360695,261.8794083,284.8574711
1/7/2022 09:00,261.8770148,12.26762807,79.846066,42.49996185,100545.6538,12030.10614,0.116280976,4,9,0,Winter,2022,1,1,244.4161178,220.0435747,284.7082474
1/7/2022 10:00,248.0825633,12.38926562,85.45109693,30.05201122,100407.9891,12002.25171,0.107753796,4,10,0,Winter,2022,1,1,261.8770148,272.5347669,284.4719526
1/7/2022 11:00,227.2830643,10.37441784,73.97972295,15.5560657,99072.71141,12124.76464,0.11668487,4,11,0,Winter,2022,1,1,248.0825633,228.0596213,284.1053572
1/7/2022 12:00,272.4392887,15.5346697,76.37883012,7.36E-15,98994.78385,11973.46475,0.119597505,4,12,0,Winter,2022,1,1,227.2830643,215.5626163,284.031051
1/7/2022 13:00,217.6266145,12.75078652,78.64289248,0,100420.9533,12010.51956,0.119269575,4,13,0,Winter,2022,1,1,272.4392887,202.175483,283.6107698
1/7/2022 14:00,248.8640952,9.420513679,72.33236084,0,100382.2595,12083.77267,0.094939301,4,14,0,Winter,2022,1,1,217.6266145,229.1313354,283.3922372
1/7/2022 15:00,222.2169187,13.11622789,76.07154376,0,100311.5174,12247.8859,0.114004955,4,15,0,Winter,2022,1,1,248.8640952,243.6470562,283.0098915
1/7/2022 16:00,262.1250665,9.853757333,79.47428692,0,99286.5381,12138.77018,0.107455417,4,16,0,Winter,2022,1,1,222.2169187,262.6456394,282.8801721
1/7/2022 17:00,281.4336884,13.37728988,75.38243151,0,100914.3211,12653.18714,0.106737991,4,17,0,Winter,2022,1,1,262.1250665,263.7730795,282.8712432
1/7/2022 18:00,278.0619214,14.12031183,83.55448492,0,99622.49957,11867.22979,0.111859942,4,18,0,Winter,2022,1,1,281.4336884,342.3312894,282.8417381
1/7/2022 19:00,298.0797198,10.16175604,69.45491506,0,100119.7383,12302.54527,0.106866709,4,19,0,Winter,2022,1,1,278.0619214,267.6130381,282.9346526
1/7/2022 20:00,297.5428307,13.72987293,82.62339407,0,100125.8895,12104.59213,0.113746346,4,20,0,Winter,2022,1,1,298.0797198,320.8117283,283.0231871
1/7/2022 21:00,336.1857129,12.62868253,80.31546524,0,100796.4656,11841.36344,0.116606648,4,21,0,Winter,2022,1,1,297.5428307,329.7334201,283.3434432
1/7/2022 22:00,345.275197,13.44724099,74.16539493,0,100062.5836,12044.52891,0.108989962,4,22,0,Winter,2022,1,1,336.1857129,298.9742148,283.7142921
1/7/2022 23:00,343.14479,15.59670664,72.38749503,0,100207.9207,11817.51339,0.111794771,4,23,0,Winter,2022,1,1,345.275197,323.8568746,284.068045
1/8/2022 00:00,349.7419791,11.56840535,66.82887757,0,99961.43706,12153.80813,0.107709973,5,0,1,Winter,2022,1,1,343.14479,381.4587572,284.2132012
1/8/2022 01:00,342.6523298,10.55170925,73.25441559,17.76518036,99401.70031,12076.28106,0.112340014,5,1,1,Winter,2022,1,1,349.7419791,318.99647,284.3957123
1/8/2022 02:00,315.4918028,10.28015272,82.46617393,34.31969303,98840.6697,12000.24804,0.11708609,5,2,1,Winter,2022,1,1,342.6523298,363.4912537,284.2777425
1/8/2022 03:00,324.6029413,10.42756101,76.94986202,48.53537534,100016.2899,11925.25384,0.112049848,5,3,1,Winter,2022,1,1,315.4918028,312.6201624,284.2610902
1/8/2022 04:00,321.1159677,11.90497816,83.04519505,59.44345203,99293.81845,12340.61936,0.109404668,5,4,1,Winter,2022,1,1,324.6029413,308.7830845,284.4163171
1/8/2022 05:00,292.9843702,12.74148553,74.1309353,66.30055569,100175.0886,12105.33837,0.116552429,5,5,1,Winter,2022,1,1,321.1159677,288.1581011,284.5417344
1/8/2022 06:00,293.4774545,12.61256318,80.76582145,68.63938606,100074.375,12179.17872,0.107965429,5,6,1,Winter,2022,1,1,292.9843702,264.9845924,284.5041403
1/8/2022 07:00,245.3913335,13.71354808,73.64279764,66.30055569,100062.2168,12172.65227,0.108089034,5,7,1,Winter,2022,1,1,293.4774545,244.4360695,284.4150607
1/8/2022 08:00,235.6183038,12.08518537,72.40241562,59.44345203,99473.53769,12158.89275,0.106679182,5,8,1,Winter,2022,1,1,245.3913335,244.4161178,284.4300329
1/8/2022 09:00,250.7800924,14.96624974,76.69465457,48.53537534,100518.272,12071.96934,0.102156553,5,9,1,Winter,2022,1,1,235.6183038,261.8770148,284.5643966
1/8/2022 10:00,234.0429228,11.52986792,73.9054581,34.31969303,100237.3855,12440.80143,0.105699749,5,10,1,Winter,2022,1,1,250.7800924,248.0825633,284.4801196
1/8/2022 11:00,261.6096994,17.49951991,69.51617991,17.76518036,99409.15011,12584.54305,0.11027506,5,11,1,Winter,2022,1,1,234.0429228,227.2830643,284.4663089
1/8/2022 12:00,230.0732381,13.31051628,76.31871715,8.41E-15,101034.2738,12426.85867,0.111146007,5,12,1,Winter,2022,1,1,261.6096994,272.4392887,284.3267425
1/8/2022 13:00,256.5199638,10.34486647,77.76246774,0,99894.60434,12141.56799,0.105161666,5,13,1,Winter,2022,1,1,230.0732381,217.6266145,284.7039513
1/8/2022 14:00,236.0624885,9.917396586,83.57208371,0,99332.85675,12127.78058,0.107448682,5,14,1,Winter,2022,1,1,256.5199638,248.8640952,284.6974817
1/8/2022 15:00,253.6040875,13.02412641,81.91431904,0,99620.82401,12355.83028,0.100537206,5,15,1,Winter,2022,1,1,236.0624885,222.2169187,284.6422456
